44.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;NBA,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
13:19:44.0 (6046925)|SYSTEM_METHOD_ENTRY|[26]|NJ_SelectOptionLightning.__sfdc_label(String)
13:19:44.0 (6061772)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"value":"Confirmed"}|0x5c830014
13:19:44.0 (6069395)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Confirmed"
13:19:44.0 (6075931)|VARIABLE_ASSIGNMENT|[47]|this.label|"Confirmed"|0x5c830014
13:19:44.0 (6082188)|SYSTEM_METHOD_EXIT|[26]|NJ_SelectOptionLightning.__sfdc_label(String)
13:19:44.0 (6086126)|STATEMENT_EXECUTE|[27]
13:19:44.0 (6089800)|SYSTEM_METHOD_ENTRY|[27]|NJ_SelectOptionLightning.__sfdc_disabled(Boolean)
13:19:44.0 (6105146)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"label":"Confirmed","value":"Confirmed"}|0x5c830014
13:19:44.0 (6114133)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
13:19:44.0 (6119113)|HEAP_ALLOCATE|[51]|Bytes:5
13:19:44.0 (6124568)|VARIABLE_ASSIGNMENT|[51]|this.disabled|false|0x5c830014
13:19:44.0 (6131439)|SYSTEM_METHOD_EXIT|[27]|NJ_SelectOptionLightning.__sfdc_disabled(Boolean)
13:19:44.0 (6135042)|STATEMENT_EXECUTE|[28]
13:19:44.0 (6138532)|SYSTEM_METHOD_ENTRY|[28]|NJ_SelectOptionLightning.__sfdc_escapeItem(Boolean)
13:19:44.0 (6155829)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"disabled":false,"label":"Confirmed","value":"Confirmed"}|0x5c830014
13:19:44.0 (6164332)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
13:19:44.0 (6168417)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (6173993)|VARIABLE_ASSIGNMENT|[53]|this.escapeItem|false|0x5c830014
13:19:44.0 (6179896)|SYSTEM_METHOD_EXIT|[28]|NJ_SelectOptionLightning.__sfdc_escapeItem(Boolean)
13:19:44.0 (6183045)|STATEMENT_EXECUTE|[29]
13:19:44.0 (6186221)|SYSTEM_METHOD_ENTRY|[29]|NJ_SelectOptionLightning.__sfdc_colorCode(String)
13:19:44.0 (6203541)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"disabled":false,"escapeItem":false,"label":"Confirmed","value":"Confirmed"}|0x5c830014
13:19:44.0 (6212865)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"#85C1E9"
13:19:44.0 (6219212)|VARIABLE_ASSIGNMENT|[60]|this.colorCode|"#85C1E9"|0x5c830014
13:19:44.0 (6225329)|SYSTEM_METHOD_EXIT|[29]|NJ_SelectOptionLightning.__sfdc_colorCode(String)
13:19:44.0 (6228751)|STATEMENT_EXECUTE|[30]
13:19:44.0 (6232163)|SYSTEM_METHOD_ENTRY|[30]|NJ_SelectOptionLightning.__sfdc_iconName(String)
13:19:44.0 (6250549)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#85C1E9","disabled":false,"escapeItem":false,"label":"Confirmed","value":"Confirmed"}|0x5c830014
13:19:44.0 (6259277)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"action:user"
13:19:44.0 (6265653)|VARIABLE_ASSIGNMENT|[62]|this.iconName|"action:user"|0x5c830014
13:19:44.0 (6271576)|SYSTEM_METHOD_EXIT|[30]|NJ_SelectOptionLightning.__sfdc_iconName(String)
13:19:44.0 (6274638)|STATEMENT_EXECUTE|[31]
13:19:44.0 (6277999)|SYSTEM_METHOD_ENTRY|[31]|NJ_SelectOptionLightning.__sfdc_total(Integer)
13:19:44.0 (6297046)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#85C1E9","disabled":false,"escapeItem":false,"iconName":"action:user","label":"Confirmed","value":"Confirmed"}|0x5c830014
13:19:44.0 (6305742)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|0
13:19:44.0 (6310288)|HEAP_ALLOCATE|[55]|Bytes:4
13:19:44.0 (6315939)|VARIABLE_ASSIGNMENT|[55]|this.total|0|0x5c830014
13:19:44.0 (6322642)|SYSTEM_METHOD_EXIT|[31]|NJ_SelectOptionLightning.__sfdc_total(Integer)
13:19:44.0 (6330485)|CONSTRUCTOR_EXIT|[46]|01p5D000000PTnC|<init>(String,String,String,String)|NJ_SelectOptionLightning
13:19:44.0 (6342401)|SYSTEM_METHOD_ENTRY|[46]|List<NJ_SelectOptionLightning>.add(Object)
13:19:44.0 (6347270)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:19:44.0 (6354010)|SYSTEM_METHOD_EXIT|[46]|List<NJ_SelectOptionLightning>.add(Object)
13:19:44.0 (6360352)|SYSTEM_METHOD_ENTRY|[45]|system.ListIterator.hasNext()
13:19:44.0 (6366207)|HEAP_ALLOCATE|[45]|Bytes:5
13:19:44.0 (6371473)|SYSTEM_METHOD_EXIT|[45]|system.ListIterator.hasNext()
13:19:44.0 (6378436)|VARIABLE_SCOPE_BEGIN|[45]|summLabel|String|false|false
13:19:44.0 (6388127)|VARIABLE_ASSIGNMENT|[45]|summLabel|"Cannot Complete"
13:19:44.0 (6392496)|STATEMENT_EXECUTE|[45]
13:19:44.0 (6394107)|STATEMENT_EXECUTE|[46]
13:19:44.0 (6398188)|HEAP_ALLOCATE|[46]|Bytes:36
13:19:44.0 (6407591)|SYSTEM_METHOD_ENTRY|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (6434001)|SYSTEM_METHOD_EXIT|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (6442575)|SYSTEM_METHOD_ENTRY|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (6450381)|SYSTEM_METHOD_EXIT|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (6457746)|SYSTEM_METHOD_ENTRY|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (6464798)|SYSTEM_METHOD_EXIT|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (6472588)|CONSTRUCTOR_ENTRY|[46]|01p5D000000PTnC|<init>(String,String,String,String)|NJ_SelectOptionLightning
13:19:44.0 (6478415)|VARIABLE_SCOPE_BEGIN|[24]|this|NJ_SelectOptionLightning|true|false
13:19:44.0 (6496098)|VARIABLE_ASSIGNMENT|[24]|this|{}|0x376711d6
13:19:44.0 (6501656)|VARIABLE_SCOPE_BEGIN|[24]|value|String|false|false
13:19:44.0 (6509877)|VARIABLE_ASSIGNMENT|[24]|value|"Cannot Complete"
13:19:44.0 (6513452)|VARIABLE_SCOPE_BEGIN|[24]|label|String|false|false
13:19:44.0 (6520463)|VARIABLE_ASSIGNMENT|[24]|label|"CantCompl"
13:19:44.0 (6524094)|VARIABLE_SCOPE_BEGIN|[24]|color|String|false|false
13:19:44.0 (6531241)|VARIABLE_ASSIGNMENT|[24]|color|"#EC7063"
13:19:44.0 (6535007)|VARIABLE_SCOPE_BEGIN|[24]|iconName|String|false|false
13:19:44.0 (6542475)|VARIABLE_ASSIGNMENT|[24]|iconName|"action:reject"
13:19:44.0 (6546708)|STATEMENT_EXECUTE|[6]
13:19:44.0 (6548276)|STATEMENT_EXECUTE|[47]
13:19:44.0 (6549706)|STATEMENT_EXECUTE|[49]
13:19:44.0 (6551161)|STATEMENT_EXECUTE|[51]
13:19:44.0 (6552519)|STATEMENT_EXECUTE|[53]
13:19:44.0 (6553855)|STATEMENT_EXECUTE|[55]
13:19:44.0 (6555449)|STATEMENT_EXECUTE|[58]
13:19:44.0 (6556784)|STATEMENT_EXECUTE|[60]
13:19:44.0 (6558112)|STATEMENT_EXECUTE|[62]
13:19:44.0 (6566444)|STATEMENT_EXECUTE|[24]
13:19:44.0 (6568006)|STATEMENT_EXECUTE|[25]
13:19:44.0 (6571766)|SYSTEM_METHOD_ENTRY|[25]|NJ_SelectOptionLightning.__sfdc_value(String)
13:19:44.0 (6586140)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x376711d6
13:19:44.0 (6594495)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Cannot Complete"
13:19:44.0 (6602107)|VARIABLE_ASSIGNMENT|[49]|this.value|"Cannot Complete"|0x376711d6
13:19:44.0 (6607940)|SYSTEM_METHOD_EXIT|[25]|NJ_SelectOptionLightning.__sfdc_value(String)
13:19:44.0 (6611383)|STATEMENT_EXECUTE|[26]
13:19:44.0 (6615036)|SYSTEM_METHOD_ENTRY|[26]|NJ_SelectOptionLightning.__sfdc_label(String)
13:19:44.0 (6631009)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"value":"Cannot Complete"}|0x376711d6
13:19:44.0 (6638815)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"CantCompl"
13:19:44.0 (6645471)|VARIABLE_ASSIGNMENT|[47]|this.label|"CantCompl"|0x376711d6
13:19:44.0 (6651270)|SYSTEM_METHOD_EXIT|[26]|NJ_SelectOptionLightning.__sfdc_label(String)
13:19:44.0 (6654639)|STATEMENT_EXECUTE|[27]
13:19:44.0 (6658321)|SYSTEM_METHOD_ENTRY|[27]|NJ_SelectOptionLightning.__sfdc_disabled(Boolean)
13:19:44.0 (6674601)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"label":"CantCompl","value":"Cannot Complete"}|0x376711d6
13:19:44.0 (6683466)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
13:19:44.0 (6688657)|HEAP_ALLOCATE|[51]|Bytes:5
13:19:44.0 (6694545)|VARIABLE_ASSIGNMENT|[51]|this.disabled|false|0x376711d6
13:19:44.0 (6700650)|SYSTEM_METHOD_EXIT|[27]|NJ_SelectOptionLightning.__sfdc_disabled(Boolean)
13:19:44.0 (6704443)|STATEMENT_EXECUTE|[28]
13:19:44.0 (6707957)|SYSTEM_METHOD_ENTRY|[28]|NJ_SelectOptionLightning.__sfdc_escapeItem(Boolean)
13:19:44.0 (6725680)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"disabled":false,"label":"CantCompl","value":"Cannot Complete"}|0x376711d6
13:19:44.0 (6733797)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
13:19:44.0 (6738193)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (6743426)|VARIABLE_ASSIGNMENT|[53]|this.escapeItem|false|0x376711d6
13:19:44.0 (6749686)|SYSTEM_METHOD_EXIT|[28]|NJ_SelectOptionLightning.__sfdc_escapeItem(Boolean)
13:19:44.0 (6753092)|STATEMENT_EXECUTE|[29]
13:19:44.0 (6756381)|SYSTEM_METHOD_ENTRY|[29]|NJ_SelectOptionLightning.__sfdc_colorCode(String)
13:19:44.0 (6774238)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"disabled":false,"escapeItem":false,"label":"CantCompl","value":"Cannot Complete"}|0x376711d6
13:19:44.0 (6782337)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"#EC7063"
13:19:44.0 (6788818)|VARIABLE_ASSIGNMENT|[60]|this.colorCode|"#EC7063"|0x376711d6
13:19:44.0 (6795119)|SYSTEM_METHOD_EXIT|[29]|NJ_SelectOptionLightning.__sfdc_colorCode(String)
13:19:44.0 (6799010)|STATEMENT_EXECUTE|[30]
13:19:44.0 (6802207)|SYSTEM_METHOD_ENTRY|[30]|NJ_SelectOptionLightning.__sfdc_iconName(String)
13:19:44.0 (6821123)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#EC7063","disabled":false,"escapeItem":false,"label":"CantCompl","value":"Cannot Complete"}|0x376711d6
13:19:44.0 (6829760)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"action:reject"
13:19:44.0 (6836379)|VARIABLE_ASSIGNMENT|[62]|this.iconName|"action:reject"|0x376711d6
13:19:44.0 (6842229)|SYSTEM_METHOD_EXIT|[30]|NJ_SelectOptionLightning.__sfdc_iconName(String)
13:19:44.0 (6845544)|STATEMENT_EXECUTE|[31]
13:19:44.0 (6849070)|SYSTEM_METHOD_ENTRY|[31]|NJ_SelectOptionLightning.__sfdc_total(Integer)
13:19:44.0 (6868757)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#EC7063","disabled":false,"escapeItem":false,"iconName":"action:reject","label":"CantCompl","value":"Cannot Complete"}|0x376711d6
13:19:44.0 (6878452)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|0
13:19:44.0 (6883480)|HEAP_ALLOCATE|[55]|Bytes:4
13:19:44.0 (6889010)|VARIABLE_ASSIGNMENT|[55]|this.total|0|0x376711d6
13:19:44.0 (6895227)|SYSTEM_METHOD_EXIT|[31]|NJ_SelectOptionLightning.__sfdc_total(Integer)
13:19:44.0 (6902805)|CONSTRUCTOR_EXIT|[46]|01p5D000000PTnC|<init>(String,String,String,String)|NJ_SelectOptionLightning
13:19:44.0 (6914930)|SYSTEM_METHOD_ENTRY|[46]|List<NJ_SelectOptionLightning>.add(Object)
13:19:44.0 (6919505)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:19:44.0 (6926307)|SYSTEM_METHOD_EXIT|[46]|List<NJ_SelectOptionLightning>.add(Object)
13:19:44.0 (6932950)|SYSTEM_METHOD_ENTRY|[45]|system.ListIterator.hasNext()
13:19:44.0 (6938348)|HEAP_ALLOCATE|[45]|Bytes:5
13:19:44.0 (6943790)|SYSTEM_METHOD_EXIT|[45]|system.ListIterator.hasNext()
13:19:44.0 (6950736)|VARIABLE_SCOPE_BEGIN|[45]|summLabel|String|false|false
13:19:44.0 (6960048)|VARIABLE_ASSIGNMENT|[45]|summLabel|"Cancelled"
13:19:44.0 (6964244)|STATEMENT_EXECUTE|[45]
13:19:44.0 (6965719)|STATEMENT_EXECUTE|[46]
13:19:44.0 (6969570)|HEAP_ALLOCATE|[46]|Bytes:36
13:19:44.0 (6979265)|SYSTEM_METHOD_ENTRY|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (6987965)|SYSTEM_METHOD_EXIT|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (6995995)|SYSTEM_METHOD_ENTRY|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (7002734)|SYSTEM_METHOD_EXIT|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (7010592)|SYSTEM_METHOD_ENTRY|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (7017585)|SYSTEM_METHOD_EXIT|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (7025180)|CONSTRUCTOR_ENTRY|[46]|01p5D000000PTnC|<init>(String,String,String,String)|NJ_SelectOptionLightning
13:19:44.0 (7031349)|VARIABLE_SCOPE_BEGIN|[24]|this|NJ_SelectOptionLightning|true|false
13:19:44.0 (7048891)|VARIABLE_ASSIGNMENT|[24]|this|{}|0xfacc538
13:19:44.0 (7054374)|VARIABLE_SCOPE_BEGIN|[24]|value|String|false|false
13:19:44.0 (7061850)|VARIABLE_ASSIGNMENT|[24]|value|"Cancelled"
13:19:44.0 (7065406)|VARIABLE_SCOPE_BEGIN|[24]|label|String|false|false
13:19:44.0 (7072038)|VARIABLE_ASSIGNMENT|[24]|label|"Cancelled"
13:19:44.0 (7075376)|VARIABLE_SCOPE_BEGIN|[24]|color|String|false|false
13:19:44.0 (7082190)|VARIABLE_ASSIGNMENT|[24]|color|"#18090E"
13:19:44.0 (7086426)|VARIABLE_SCOPE_BEGIN|[24]|iconName|String|false|false
13:19:44.0 (7093863)|VARIABLE_ASSIGNMENT|[24]|iconName|"action:close"
13:19:44.0 (7097459)|STATEMENT_EXECUTE|[6]
13:19:44.0 (7098962)|STATEMENT_EXECUTE|[47]
13:19:44.0 (7100406)|STATEMENT_EXECUTE|[49]
13:19:44.0 (7101785)|STATEMENT_EXECUTE|[51]
13:19:44.0 (7103099)|STATEMENT_EXECUTE|[53]
13:19:44.0 (7104437)|STATEMENT_EXECUTE|[55]
13:19:44.0 (7105771)|STATEMENT_EXECUTE|[58]
13:19:44.0 (7107100)|STATEMENT_EXECUTE|[60]
13:19:44.0 (7108445)|STATEMENT_EXECUTE|[62]
13:19:44.0 (7116712)|STATEMENT_EXECUTE|[24]
13:19:44.0 (7118436)|STATEMENT_EXECUTE|[25]
13:19:44.0 (7122005)|SYSTEM_METHOD_ENTRY|[25]|NJ_SelectOptionLightning.__sfdc_value(String)
13:19:44.0 (7136190)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0xfacc538
13:19:44.0 (7144606)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Cancelled"
13:19:44.0 (7151603)|VARIABLE_ASSIGNMENT|[49]|this.value|"Cancelled"|0xfacc538
13:19:44.0 (7157534)|SYSTEM_METHOD_EXIT|[25]|NJ_SelectOptionLightning.__sfdc_value(String)
13:19:44.0 (7161025)|STATEMENT_EXECUTE|[26]
13:19:44.0 (7164242)|SYSTEM_METHOD_ENTRY|[26]|NJ_SelectOptionLightning.__sfdc_label(String)
13:19:44.0 (7179661)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"value":"Cancelled"}|0xfacc538
13:19:44.0 (7188030)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Cancelled"
13:19:44.0 (7194530)|VARIABLE_ASSIGNMENT|[47]|this.label|"Cancelled"|0xfacc538
13:19:44.0 (7200165)|SYSTEM_METHOD_EXIT|[26]|NJ_SelectOptionLightning.__sfdc_label(String)
13:19:44.0 (7203562)|STATEMENT_EXECUTE|[27]
13:19:44.0 (7207084)|SYSTEM_METHOD_ENTRY|[27]|NJ_SelectOptionLightning.__sfdc_disabled(Boolean)
13:19:44.0 (7223232)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"label":"Cancelled","value":"Cancelled"}|0xfacc538
13:19:44.0 (7232145)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
13:19:44.0 (7237028)|HEAP_ALLOCATE|[51]|Bytes:5
13:19:44.0 (7242607)|VARIABLE_ASSIGNMENT|[51]|this.disabled|false|0xfacc538
13:19:44.0 (7248463)|SYSTEM_METHOD_EXIT|[27]|NJ_SelectOptionLightning.__sfdc_disabled(Boolean)
13:19:44.0 (7252292)|STATEMENT_EXECUTE|[28]
13:19:44.0 (7255467)|SYSTEM_METHOD_ENTRY|[28]|NJ_SelectOptionLightning.__sfdc_escapeItem(Boolean)
13:19:44.0 (7272048)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"disabled":false,"label":"Cancelled","value":"Cancelled"}|0xfacc538
13:19:44.0 (7280978)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
13:19:44.0 (7285675)|HEAP_ALLOCATE|[53]|Bytes:5
13:19:44.0 (7290965)|VARIABLE_ASSIGNMENT|[53]|this.escapeItem|false|0xfacc538
13:19:44.0 (7296621)|SYSTEM_METHOD_EXIT|[28]|NJ_SelectOptionLightning.__sfdc_escapeItem(Boolean)
13:19:44.0 (7300193)|STATEMENT_EXECUTE|[29]
13:19:44.0 (7303657)|SYSTEM_METHOD_ENTRY|[29]|NJ_SelectOptionLightning.__sfdc_colorCode(String)
13:19:44.0 (7320725)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"disabled":false,"escapeItem":false,"label":"Cancelled","value":"Cancelled"}|0xfacc538
13:19:44.0 (7329458)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"#18090E"
13:19:44.0 (7335925)|VARIABLE_ASSIGNMENT|[60]|this.colorCode|"#18090E"|0xfacc538
13:19:44.0 (7342235)|SYSTEM_METHOD_EXIT|[29]|NJ_SelectOptionLightning.__sfdc_colorCode(String)
13:19:44.0 (7346147)|STATEMENT_EXECUTE|[30]
13:19:44.0 (7349219)|SYSTEM_METHOD_ENTRY|[30]|NJ_SelectOptionLightning.__sfdc_iconName(String)
13:19:44.0 (7367746)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#18090E","disabled":false,"escapeItem":false,"label":"Cancelled","value":"Cancelled"}|0xfacc538
13:19:44.0 (7376451)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"action:close"
13:19:44.0 (7383339)|VARIABLE_ASSIGNMENT|[62]|this.iconName|"action:close"|0xfacc538
13:19:44.0 (7389461)|SYSTEM_METHOD_EXIT|[30]|NJ_SelectOptionLightning.__sfdc_iconName(String)
13:19:44.0 (7393122)|STATEMENT_EXECUTE|[31]
13:19:44.0 (7396487)|SYSTEM_METHOD_ENTRY|[31]|NJ_SelectOptionLightning.__sfdc_total(Integer)
13:19:44.0 (7420173)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#18090E","disabled":false,"escapeItem":false,"iconName":"action:close","label":"Cancelled","value":"Cancelled"}|0xfacc538
13:19:44.0 (7429567)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|0
13:19:44.0 (7433850)|HEAP_ALLOCATE|[55]|Bytes:4
13:19:44.0 (7439666)|VARIABLE_ASSIGNMENT|[55]|this.total|0|0xfacc538
13:19:44.0 (7446259)|SYSTEM_METHOD_EXIT|[31]|NJ_SelectOptionLightning.__sfdc_total(Integer)
13:19:44.0 (7454125)|CONSTRUCTOR_EXIT|[46]|01p5D000000PTnC|<init>(String,String,String,String)|NJ_SelectOptionLightning
13:19:44.0 (7466418)|SYSTEM_METHOD_ENTRY|[46]|List<NJ_SelectOptionLightning>.add(Object)
13:19:44.0 (7471659)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:19:44.0 (7478394)|SYSTEM_METHOD_EXIT|[46]|List<NJ_SelectOptionLightning>.add(Object)
13:19:44.0 (7485063)|SYSTEM_METHOD_ENTRY|[45]|system.ListIterator.hasNext()
13:19:44.0 (7490962)|HEAP_ALLOCATE|[45]|Bytes:5
13:19:44.0 (7496013)|SYSTEM_METHOD_EXIT|[45]|system.ListIterator.hasNext()
13:19:44.0 (7503111)|VARIABLE_SCOPE_BEGIN|[45]|summLabel|String|false|false
13:19:44.0 (7511905)|VARIABLE_ASSIGNMENT|[45]|summLabel|"Completed"
13:19:44.0 (7516563)|STATEMENT_EXECUTE|[45]
13:19:44.0 (7518191)|STATEMENT_EXECUTE|[46]
13:19:44.0 (7521955)|HEAP_ALLOCATE|[46]|Bytes:36
13:19:44.0 (7531266)|SYSTEM_METHOD_ENTRY|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (7539688)|SYSTEM_METHOD_EXIT|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (7547376)|SYSTEM_METHOD_ENTRY|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (7553961)|SYSTEM_METHOD_EXIT|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (7560727)|SYSTEM_METHOD_ENTRY|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (7567492)|SYSTEM_METHOD_EXIT|[46]|Map<String,NJ_ClaimPlannerController.SummVal>.get(Object)
13:19:44.0 (7575538)|CONSTRUCTOR_ENTRY|[46]|01p5D000000PTnC|<init>(String,String,String,String)|NJ_SelectOptionLightning
13:19:44.0 (7581836)|VARIABLE_SCOPE_BEGIN|[24]|this|NJ_SelectOptionLightning|true|false
13:19:44.0 (7598768)|VARIABLE_ASSIGNMENT|[24]|this|{}|0x2a8942ab
13:19:44.0 (7603899)|VARIABLE_SCOPE_BEGIN|[24]|value|String|false|false
13:19:44.0 (7611436)|VARIABLE_ASSIGNMENT|[24]|value|"Completed"
13:19:44.0 (7614988)|VARIABLE_SCOPE_BEGIN|[24]|label|String|false|false
13:19:44.0 (7622195)|VARIABLE_ASSIGNMENT|[24]|label|"Completed"
13:19:44.0 (7625449)|VARIABLE_SCOPE_BEGIN|[24]|color|String|false|false
13:19:44.0 (7631741)|VARIABLE_ASSIGNMENT|[24]|color|"#58D68D"
13:19:44.0 (7635575)|VARIABLE_SCOPE_BEGIN|[24]|iconName|String|false|false
13:19:44.0 (7647496)|VARIABLE_ASSIGNMENT|[24]|iconName|"action:approval"
13:19:44.0 (7652034)|STATEMENT_EXECUTE|[6]
13:19:44.0 (7653553)|STATEMENT_EXECUTE|[47]
13:19:44.0 (7654999)|STATEMENT_EXECUTE|[49]
13:19:44.0 (7656351)|STATEMENT_EXECUTE|[51]
13:19:44.0 (7657798)|STATEMENT_EXECUTE|[53]
13:19:44.0 (7659140)|STATEMENT_EXECUTE|[55]
13:19:44.0 (7660461)|STATEMENT_EXECUTE|[58]
13:19:44.0 (7661795)|STATEMENT_EXECUTE|[60]
13:19:44.0 (7663211)|STATEMENT_EXECUTE|[62]
13:19:44.0 (7672346)|STATEMENT_EXECUTE|[24]
13:19:44.0 (7673909)|STATEMENT_EXECUTE|[25]
13:19:44.0 (7677884)|SYSTEM_METHOD_ENTRY|[25]|NJ_SelectOptionLightning.__sfdc_value(String)
13:19:44.0 (7692853)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x2a8942ab
13:19:44.0 (7701079)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Completed"
13:19:44.0 (7708258)|VARIABLE_ASSIGNMENT|[49]|this.value|"Completed"|0x2a8942ab
13:19:44.0 (7715210)|SYSTEM_METHOD_EXIT|[25]|NJ_SelectOptionLightning.__sfdc_value(String)
13:19:44.0 (7719107)|STATEMENT_EXECUTE|[26]
13:19:44.0 (7722314)|SYSTEM_METHOD_ENTRY|[26]|NJ_SelectOptionLightning.__sfdc_label(String)
13:19:44.0 (7737034)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"value":"Completed"}|0x2a8942ab
13:19:44.0 (7745019)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Completed"
13:19:44.0 (7751647)|VARIABLE_ASSIGNMENT|[47]|this.label|"Completed"|0x2a8942ab
13:19:44.0 (7757358)|SYSTEM_METHOD_EXIT|[26]|NJ_SelectOptionLightning.__sfdc_label(String)
13:19:44.0 (7760541)|STATEMENT_EXECUTE|[27]
13:19:44.0 (7764092)|SYSTEM_METHOD_ENTRY|[27]|NJ_SelectOptionLightning.__sfdc_disabled(Boolean)
13:19:44.0 (7779900)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"label":"Completed","value":"Completed"}|0x2a8942ab
13:19:44.0 (7788558)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
13:19:44.0 (7793701)|HEAP_ALLOCATE|[51]|Bytes:5
13:19:44.0 (7799173)|VARIABLE_ASSIGNMENT|[51]|this.disabled|false|0x2a8942ab
13:19:44.0 (7805307)|SYSTEM_METHOD_EXIT|[27]|NJ_SelectOptionLightning.__sfdc_disabled(Boolean)
13:19:44.0 (7808743)|STATEMENT_EXECUTE|[28]
13:19:44.0 (7812356)|SYSTEM_METHOD_ENTRY|[28]|NJ_SelectOptionLightning.__sfdc_escapeItem(Boolean)
13:19:44.0 (7829020)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"disabled":false,"label":"Completed","value":"Completed"}|0x2a8942ab
13:19:44.0 (7837366)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
