44.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
13:27:38.0 (6806564)|VARIABLE_ASSIGNMENT|[62]|this.iconName|"action:close"|0x22359992
13:27:38.0 (6814269)|STATEMENT_EXECUTE|[31]
13:27:38.0 (6834271)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#18090E","disabled":false,"escapeItem":false,"iconName":"action:close","label":"Cancelled","value":"Cancelled"}|0x22359992
13:27:38.0 (6843375)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|0
13:27:38.0 (6848267)|HEAP_ALLOCATE|[55]|Bytes:4
13:27:38.0 (6854276)|VARIABLE_ASSIGNMENT|[55]|this.total|0|0x22359992
13:27:38.0 (6865163)|CONSTRUCTOR_EXIT|[46]|01pN0000000s8L4|<init>(String,String,String,String)|NJ_SelectOptionLightning
13:27:38.0 (6875176)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:27:38.0 (6886284)|HEAP_ALLOCATE|[45]|Bytes:5
13:27:38.0 (6895965)|VARIABLE_SCOPE_BEGIN|[45]|summLabel|String|false|false
13:27:38.0 (6905973)|VARIABLE_ASSIGNMENT|[45]|summLabel|"Completed"
13:27:38.0 (6911082)|STATEMENT_EXECUTE|[45]
13:27:38.0 (6912795)|STATEMENT_EXECUTE|[46]
13:27:38.0 (6916407)|HEAP_ALLOCATE|[46]|Bytes:36
13:27:38.0 (6939853)|CONSTRUCTOR_ENTRY|[46]|01pN0000000s8L4|<init>(String,String,String,String)|NJ_SelectOptionLightning
13:27:38.0 (6946161)|VARIABLE_SCOPE_BEGIN|[24]|this|NJ_SelectOptionLightning|true|false
13:27:38.0 (6963005)|VARIABLE_ASSIGNMENT|[24]|this|{}|0x553ec8f4
13:27:38.0 (6968512)|VARIABLE_SCOPE_BEGIN|[24]|value|String|false|false
13:27:38.0 (6976975)|VARIABLE_ASSIGNMENT|[24]|value|"Completed"
13:27:38.0 (6981268)|VARIABLE_SCOPE_BEGIN|[24]|label|String|false|false
13:27:38.0 (6993000)|VARIABLE_ASSIGNMENT|[24]|label|"Completed"
13:27:38.0 (6996754)|VARIABLE_SCOPE_BEGIN|[24]|color|String|false|false
13:27:38.0 (7004316)|VARIABLE_ASSIGNMENT|[24]|color|"#58D68D"
13:27:38.0 (7008553)|VARIABLE_SCOPE_BEGIN|[24]|iconName|String|false|false
13:27:38.0 (7016027)|VARIABLE_ASSIGNMENT|[24]|iconName|"action:approval"
13:27:38.0 (7020490)|STATEMENT_EXECUTE|[6]
13:27:38.0 (7022056)|STATEMENT_EXECUTE|[47]
13:27:38.0 (7023512)|STATEMENT_EXECUTE|[49]
13:27:38.0 (7024929)|STATEMENT_EXECUTE|[51]
13:27:38.0 (7026268)|STATEMENT_EXECUTE|[53]
13:27:38.0 (7027814)|STATEMENT_EXECUTE|[55]
13:27:38.0 (7029264)|STATEMENT_EXECUTE|[58]
13:27:38.0 (7030765)|STATEMENT_EXECUTE|[60]
13:27:38.0 (7032099)|STATEMENT_EXECUTE|[62]
13:27:38.0 (7040922)|STATEMENT_EXECUTE|[24]
13:27:38.0 (7042430)|STATEMENT_EXECUTE|[25]
13:27:38.0 (7057818)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x553ec8f4
13:27:38.0 (7066255)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Completed"
13:27:38.0 (7074237)|VARIABLE_ASSIGNMENT|[49]|this.value|"Completed"|0x553ec8f4
13:27:38.0 (7081804)|STATEMENT_EXECUTE|[26]
13:27:38.0 (7097717)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"value":"Completed"}|0x553ec8f4
13:27:38.0 (7106026)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Completed"
13:27:38.0 (7112905)|VARIABLE_ASSIGNMENT|[47]|this.label|"Completed"|0x553ec8f4
13:27:38.0 (7120653)|STATEMENT_EXECUTE|[27]
13:27:38.0 (7136829)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"label":"Completed","value":"Completed"}|0x553ec8f4
13:27:38.0 (7146349)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
13:27:38.0 (7151846)|HEAP_ALLOCATE|[51]|Bytes:5
13:27:38.0 (7157921)|VARIABLE_ASSIGNMENT|[51]|this.disabled|false|0x553ec8f4
13:27:38.0 (7164866)|STATEMENT_EXECUTE|[28]
13:27:38.0 (7182429)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"disabled":false,"label":"Completed","value":"Completed"}|0x553ec8f4
13:27:38.0 (7191418)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
13:27:38.0 (7196007)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (7201666)|VARIABLE_ASSIGNMENT|[53]|this.escapeItem|false|0x553ec8f4
13:27:38.0 (7209300)|STATEMENT_EXECUTE|[29]
13:27:38.0 (7227731)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"disabled":false,"escapeItem":false,"label":"Completed","value":"Completed"}|0x553ec8f4
13:27:38.0 (7237452)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"#58D68D"
13:27:38.0 (7243924)|VARIABLE_ASSIGNMENT|[60]|this.colorCode|"#58D68D"|0x553ec8f4
13:27:38.0 (7251227)|STATEMENT_EXECUTE|[30]
13:27:38.0 (7269568)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#58D68D","disabled":false,"escapeItem":false,"label":"Completed","value":"Completed"}|0x553ec8f4
13:27:38.0 (7278831)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"action:approval"
13:27:38.0 (7286730)|VARIABLE_ASSIGNMENT|[62]|this.iconName|"action:approval"|0x553ec8f4
13:27:38.0 (7294009)|STATEMENT_EXECUTE|[31]
13:27:38.0 (7315262)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#58D68D","disabled":false,"escapeItem":false,"iconName":"action:approval","label":"Completed","value":"Completed"}|0x553ec8f4
13:27:38.0 (7324441)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|0
13:27:38.0 (7329064)|HEAP_ALLOCATE|[55]|Bytes:4
13:27:38.0 (7334275)|VARIABLE_ASSIGNMENT|[55]|this.total|0|0x553ec8f4
13:27:38.0 (7344561)|CONSTRUCTOR_EXIT|[46]|01pN0000000s8L4|<init>(String,String,String,String)|NJ_SelectOptionLightning
13:27:38.0 (7354918)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:27:38.0 (7365489)|HEAP_ALLOCATE|[45]|Bytes:5
13:27:38.0 (7375876)|VARIABLE_ASSIGNMENT|[45]|summLabel|null
13:27:38.0 (7381407)|STATEMENT_EXECUTE|[48]
13:27:38.0 (7384005)|VARIABLE_SCOPE_BEGIN|[48]|totalStatus|Integer|false|false
13:27:38.0 (7391310)|HEAP_ALLOCATE|[48]|Bytes:4
13:27:38.0 (7396198)|VARIABLE_ASSIGNMENT|[48]|totalStatus|0
13:27:38.0 (7401011)|HEAP_ALLOCATE|[49]|Bytes:101
13:27:38.0 (7416790)|HEAP_ALLOCATE|[49]|Bytes:4
13:27:38.0 (7426910)|HEAP_ALLOCATE|[49]|Bytes:7
13:27:38.0 (8086328)|SOQL_EXECUTE_BEGIN|[49]|Aggregations:0|SELECT COUNT(Id) total, Status stat FROM ServiceAppointment 
13:27:38.0 (12897348)|SOQL_EXECUTE_END|[49]|Rows:3
13:27:38.0 (12919787)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
13:27:38.0 (13054055)|HEAP_ALLOCATE|[49]|Bytes:54
13:27:38.0 (13063359)|HEAP_ALLOCATE|[49]|Bytes:8
13:27:38.0 (13072714)|SYSTEM_METHOD_ENTRY|[7]|QueryLocatorIterator.QueryLocatorIterator()
13:27:38.0 (13077768)|STATEMENT_EXECUTE|[7]
13:27:38.0 (13083746)|SYSTEM_METHOD_EXIT|[7]|QueryLocatorIterator
13:27:38.0 (13091297)|HEAP_ALLOCATE|[49]|Bytes:28
13:27:38.0 (13152892)|HEAP_ALLOCATE|[49]|Bytes:16
13:27:38.0 (13166704)|HEAP_ALLOCATE|[49]|Bytes:8
13:27:38.0 (13170534)|HEAP_ALLOCATE|[49]|Bytes:8
13:27:38.0 (13175274)|VARIABLE_SCOPE_BEGIN|[15]|this|Database.QueryLocatorIterator|true|false
13:27:38.0 (13199551)|VARIABLE_ASSIGNMENT|[15]|this|{}|0x27c1c012
13:27:38.0 (13206476)|VARIABLE_SCOPE_BEGIN|[15]|values|List<SObject>|true|false
13:27:38.0 (13230831)|VARIABLE_ASSIGNMENT|[15]|values|[{"total":1,"stat":"New"},{"total":8,"stat":"Tentative"},{"total":1,"stat":"Completed"}]|0x4d136b96
13:27:38.0 (13238134)|VARIABLE_SCOPE_BEGIN|[15]|ql|Database.QueryLocator|true|false
13:27:38.0 (13254967)|VARIABLE_ASSIGNMENT|[15]|ql|{"query":"SELECT COUNT(Id) tot (81 more) ..."}|0xa59711d
13:27:38.0 (13260520)|VARIABLE_SCOPE_BEGIN|[15]|totalNumRecords|Integer|false|false
13:27:38.0 (13268546)|VARIABLE_ASSIGNMENT|[15]|totalNumRecords|3
13:27:38.0 (13273370)|VARIABLE_SCOPE_BEGIN|[15]|queryMoreSize|Integer|false|false
13:27:38.0 (13280338)|VARIABLE_ASSIGNMENT|[15]|queryMoreSize|49997
13:27:38.0 (13326962)|HEAP_ALLOCATE|[49]|Bytes:28
13:27:38.0 (13346204)|METHOD_ENTRY|[49]||Database.QueryLocatorIterator.hasNext()
13:27:38.0 (13406088)|METHOD_EXIT|[49]||Database.QueryLocatorIterator.hasNext()
13:27:38.0 (13414588)|METHOD_ENTRY|[49]||Database.QueryLocatorIterator.next()
13:27:38.0 (13495906)|METHOD_EXIT|[49]||Database.QueryLocatorIterator.next()
13:27:38.0 (13504924)|VARIABLE_SCOPE_BEGIN|[49]|agr|AggregateResult|true|false
13:27:38.0 (13521601)|VARIABLE_ASSIGNMENT|[49]|agr|{"total":1,"stat":"New"}|0x9ee94d8
13:27:38.0 (13528624)|STATEMENT_EXECUTE|[52]
13:27:38.0 (13651571)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (13664651)|HEAP_ALLOCATE|[53]|Bytes:36
13:27:38.0 (13671163)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:27:38.0 (13703779)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#A2D9CE","disabled":false,"escapeItem":false,"iconName":"action:description","label":"New","total":0,"value":"New"}|0x44dcc2f2
13:27:38.0 (13711607)|STATEMENT_EXECUTE|[53]
13:27:38.0 (13750502)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#A2D9CE","disabled":false,"escapeItem":false,"iconName":"action:description","label":"New","total":0,"value":"New"}|0x44dcc2f2
13:27:38.0 (13766767)|HEAP_ALLOCATE|[54]|Bytes:4
13:27:38.0 (13812216)|HEAP_ALLOCATE|[54]|Bytes:3
13:27:38.0 (13834513)|HEAP_ALLOCATE|[54]|Bytes:3
13:27:38.0 (13857192)|STATEMENT_EXECUTE|[54]
13:27:38.0 (13859094)|STATEMENT_EXECUTE|[55]
13:27:38.0 (13862240)|HEAP_ALLOCATE|[55]|Bytes:5
13:27:38.0 (13906901)|HEAP_ALLOCATE|[55]|Bytes:1
13:27:38.0 (13959191)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#A2D9CE","disabled":false,"escapeItem":false,"iconName":"action:description","label":"New","total":0,"value":"New"}|0x44dcc2f2
13:27:38.0 (13969784)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|1
13:27:38.0 (13975637)|HEAP_ALLOCATE|[55]|Bytes:4
13:27:38.0 (13982829)|VARIABLE_ASSIGNMENT|[55]|this.total|1|0x44dcc2f2
13:27:38.0 (14005178)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (14016740)|HEAP_ALLOCATE|[53]|Bytes:36
13:27:38.0 (14023250)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:27:38.0 (14050106)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#F4D03F","disabled":false,"escapeItem":false,"iconName":"action:info","label":"Tentative","total":0,"value":"Tentative"}|0x1ef745a
13:27:38.0 (14057525)|STATEMENT_EXECUTE|[53]
13:27:38.0 (14080806)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#F4D03F","disabled":false,"escapeItem":false,"iconName":"action:info","label":"Tentative","total":0,"value":"Tentative"}|0x1ef745a
13:27:38.0 (14106874)|HEAP_ALLOCATE|[54]|Bytes:3
13:27:38.0 (14121234)|HEAP_ALLOCATE|[54]|Bytes:3
13:27:38.0 (14133762)|STATEMENT_EXECUTE|[54]
13:27:38.0 (14141684)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (14150812)|HEAP_ALLOCATE|[53]|Bytes:36
13:27:38.0 (14156888)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:27:38.0 (14187683)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#1132D5","disabled":false,"escapeItem":false,"iconName":"action:submit_for_ap (6 more) ...","label":"AwaitConf","total":0,"value":"Awaiting Confirmatio (1 more) ..."}|0x54746109
13:27:38.0 (14196026)|STATEMENT_EXECUTE|[53]
13:27:38.0 (14219848)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#1132D5","disabled":false,"escapeItem":false,"iconName":"action:submit_for_ap (6 more) ...","label":"AwaitConf","total":0,"value":"Awaiting Confirmatio (1 more) ..."}|0x54746109
13:27:38.0 (14242809)|HEAP_ALLOCATE|[54]|Bytes:3
13:27:38.0 (14256217)|HEAP_ALLOCATE|[54]|Bytes:3
13:27:38.0 (14267829)|STATEMENT_EXECUTE|[54]
13:27:38.0 (14275143)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (14283363)|HEAP_ALLOCATE|[53]|Bytes:36
13:27:38.0 (14289014)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:27:38.0 (14316237)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#85C1E9","disabled":false,"escapeItem":false,"iconName":"action:user","label":"Confirmed","total":0,"value":"Confirmed"}|0x769de227
13:27:38.0 (14323477)|STATEMENT_EXECUTE|[53]
13:27:38.0 (14345929)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#85C1E9","disabled":false,"escapeItem":false,"iconName":"action:user","label":"Confirmed","total":0,"value":"Confirmed"}|0x769de227
13:27:38.0 (14368170)|HEAP_ALLOCATE|[54]|Bytes:3
13:27:38.0 (14381933)|HEAP_ALLOCATE|[54]|Bytes:3
13:27:38.0 (14392893)|STATEMENT_EXECUTE|[54]
13:27:38.0 (14399830)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (14408055)|HEAP_ALLOCATE|[53]|Bytes:36
13:27:38.0 (14413308)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:27:38.0 (14440125)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#EC7063","disabled":false,"escapeItem":false,"iconName":"action:reject","label":"CantCompl","total":0,"value":"Cannot Complete"}|0x58826b7c
13:27:38.0 (14447198)|STATEMENT_EXECUTE|[53]
13:27:38.0 (14469056)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#EC7063","disabled":false,"escapeItem":false,"iconName":"action:reject","label":"CantCompl","total":0,"value":"Cannot Complete"}|0x58826b7c
13:27:38.0 (14490542)|HEAP_ALLOCATE|[54]|Bytes:3
13:27:38.0 (14503919)|HEAP_ALLOCATE|[54]|Bytes:3
13:27:38.0 (14514451)|STATEMENT_EXECUTE|[54]
13:27:38.0 (14521269)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (14529477)|HEAP_ALLOCATE|[53]|Bytes:36
13:27:38.0 (14534686)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:27:38.0 (14561597)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#18090E","disabled":false,"escapeItem":false,"iconName":"action:close","label":"Cancelled","total":0,"value":"Cancelled"}|0x22359992
13:27:38.0 (14568336)|STATEMENT_EXECUTE|[53]
13:27:38.0 (14589290)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#18090E","disabled":false,"escapeItem":false,"iconName":"action:close","label":"Cancelled","total":0,"value":"Cancelled"}|0x22359992
13:27:38.0 (14610439)|HEAP_ALLOCATE|[54]|Bytes:3
13:27:38.0 (14623448)|HEAP_ALLOCATE|[54]|Bytes:3
13:27:38.0 (14634087)|STATEMENT_EXECUTE|[54]
13:27:38.0 (14640780)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (14648778)|HEAP_ALLOCATE|[53]|Bytes:36
13:27:38.0 (14654180)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:27:38.0 (14681921)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#58D68D","disabled":false,"escapeItem":false,"iconName":"action:approval","label":"Completed","total":0,"value":"Completed"}|0x553ec8f4
13:27:38.0 (14689006)|STATEMENT_EXECUTE|[53]
13:27:38.0 (14710416)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#58D68D","disabled":false,"escapeItem":false,"iconName":"action:approval","label":"Completed","total":0,"value":"Completed"}|0x553ec8f4
13:27:38.0 (14731803)|HEAP_ALLOCATE|[54]|Bytes:3
13:27:38.0 (14747007)|HEAP_ALLOCATE|[54]|Bytes:3
13:27:38.0 (14757572)|STATEMENT_EXECUTE|[54]
13:27:38.0 (14764513)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (14774759)|VARIABLE_ASSIGNMENT|[53]|summ|null|
13:27:38.0 (14779324)|STATEMENT_EXECUTE|[58]
13:27:38.0 (14814391)|HEAP_ALLOCATE|[58]|Bytes:1
13:27:38.0 (14832208)|HEAP_ALLOCATE|[58]|Bytes:4
13:27:38.0 (14839072)|VARIABLE_ASSIGNMENT|[58]|totalStatus|1
13:27:38.0 (14847413)|METHOD_ENTRY|[49]||Database.QueryLocatorIterator.hasNext()
13:27:38.0 (14868664)|METHOD_EXIT|[49]||Database.QueryLocatorIterator.hasNext()
13:27:38.0 (14874478)|METHOD_ENTRY|[49]||Database.QueryLocatorIterator.next()
13:27:38.0 (14925214)|METHOD_EXIT|[49]||Database.QueryLocatorIterator.next()
13:27:38.0 (14932511)|VARIABLE_SCOPE_BEGIN|[49]|agr|AggregateResult|true|false
13:27:38.0 (14948787)|VARIABLE_ASSIGNMENT|[49]|agr|{"total":8,"stat":"Tentative"}|0x14d52286
13:27:38.0 (14955138)|STATEMENT_EXECUTE|[52]
13:27:38.0 (14969761)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (14978876)|HEAP_ALLOCATE|[53]|Bytes:36
13:27:38.0 (14988393)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:27:38.0 (15016972)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#A2D9CE","disabled":false,"escapeItem":false,"iconName":"action:description","label":"New","total":1,"value":"New"}|0x44dcc2f2
13:27:38.0 (15024920)|STATEMENT_EXECUTE|[53]
13:27:38.0 (15047783)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#A2D9CE","disabled":false,"escapeItem":false,"iconName":"action:description","label":"New","total":1,"value":"New"}|0x44dcc2f2
13:27:38.0 (15073009)|HEAP_ALLOCATE|[54]|Bytes:9
13:27:38.0 (15087274)|HEAP_ALLOCATE|[54]|Bytes:9
13:27:38.0 (15100129)|STATEMENT_EXECUTE|[54]
13:27:38.0 (15107639)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (15116329)|HEAP_ALLOCATE|[53]|Bytes:36
13:27:38.0 (15121198)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:27:38.0 (15148353)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#F4D03F","disabled":false,"escapeItem":false,"iconName":"action:info","label":"Tentative","total":0,"value":"Tentative"}|0x1ef745a
13:27:38.0 (15155547)|STATEMENT_EXECUTE|[53]
13:27:38.0 (15176591)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#F4D03F","disabled":false,"escapeItem":false,"iconName":"action:info","label":"Tentative","total":0,"value":"Tentative"}|0x1ef745a
13:27:38.0 (15198271)|HEAP_ALLOCATE|[54]|Bytes:9
13:27:38.0 (15211968)|HEAP_ALLOCATE|[54]|Bytes:9
13:27:38.0 (15224426)|STATEMENT_EXECUTE|[54]
13:27:38.0 (15226392)|STATEMENT_EXECUTE|[55]
13:27:38.0 (15245616)|HEAP_ALLOCATE|[55]|Bytes:1
13:27:38.0 (15285806)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#F4D03F","disabled":false,"escapeItem":false,"iconName":"action:info","label":"Tentative","total":0,"value":"Tentative"}|0x1ef745a
13:27:38.0 (15295527)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|8
13:27:38.0 (15300800)|HEAP_ALLOCATE|[55]|Bytes:4
13:27:38.0 (15307421)|VARIABLE_ASSIGNMENT|[55]|this.total|8|0x1ef745a
13:27:38.0 (15321397)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (15329688)|HEAP_ALLOCATE|[53]|Bytes:36
13:27:38.0 (15335000)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:27:38.0 (15362508)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#1132D5","disabled":false,"escapeItem":false,"iconName":"action:submit_for_ap (6 more) ...","label":"AwaitConf","total":0,"value":"Awaiting Confirmatio (1 more) ..."}|0x54746109
13:27:38.0 (15373292)|STATEMENT_EXECUTE|[53]
13:27:38.0 (15397034)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#1132D5","disabled":false,"escapeItem":false,"iconName":"action:submit_for_ap (6 more) ...","label":"AwaitConf","total":0,"value":"Awaiting Confirmatio (1 more) ..."}|0x54746109
13:27:38.0 (15419686)|HEAP_ALLOCATE|[54]|Bytes:9
13:27:38.0 (15433146)|HEAP_ALLOCATE|[54]|Bytes:9
13:27:38.0 (15444730)|STATEMENT_EXECUTE|[54]
13:27:38.0 (15451932)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (15460149)|HEAP_ALLOCATE|[53]|Bytes:36
13:27:38.0 (15465293)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:27:38.0 (15492938)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#85C1E9","disabled":false,"escapeItem":false,"iconName":"action:user","label":"Confirmed","total":0,"value":"Confirmed"}|0x769de227
13:27:38.0 (15499889)|STATEMENT_EXECUTE|[53]
13:27:38.0 (15520273)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#85C1E9","disabled":false,"escapeItem":false,"iconName":"action:user","label":"Confirmed","total":0,"value":"Confirmed"}|0x769de227
13:27:38.0 (15541378)|HEAP_ALLOCATE|[54]|Bytes:9
13:27:38.0 (15554432)|HEAP_ALLOCATE|[54]|Bytes:9
13:27:38.0 (15565110)|STATEMENT_EXECUTE|[54]
13:27:38.0 (15571989)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (15580037)|HEAP_ALLOCATE|[53]|Bytes:36
13:27:38.0 (15585495)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:27:38.0 (15613790)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#EC7063","disabled":false,"escapeItem":false,"iconName":"action:reject","label":"CantCompl","total":0,"value":"Cannot Complete"}|0x58826b7c
13:27:38.0 (15620637)|STATEMENT_EXECUTE|[53]
13:27:38.0 (15642866)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#EC7063","disabled":false,"escapeItem":false,"iconName":"action:reject","label":"CantCompl","total":0,"value":"Cannot Complete"}|0x58826b7c
13:27:38.0 (15664131)|HEAP_ALLOCATE|[54]|Bytes:9
13:27:38.0 (15677611)|HEAP_ALLOCATE|[54]|Bytes:9
13:27:38.0 (15688439)|STATEMENT_EXECUTE|[54]
13:27:38.0 (15695257)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (15702894)|HEAP_ALLOCATE|[53]|Bytes:36
13:27:38.0 (15707391)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:27:38.0 (15734831)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#18090E","disabled":false,"escapeItem":false,"iconName":"action:close","label":"Cancelled","total":0,"value":"Cancelled"}|0x22359992
13:27:38.0 (15743352)|STATEMENT_EXECUTE|[53]
13:27:38.0 (15765346)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#18090E","disabled":false,"escapeItem":false,"iconName":"action:close","label":"Cancelled","total":0,"value":"Cancelled"}|0x22359992
13:27:38.0 (15786716)|HEAP_ALLOCATE|[54]|Bytes:9
13:27:38.0 (15800186)|HEAP_ALLOCATE|[54]|Bytes:9
13:27:38.0 (15811063)|STATEMENT_EXECUTE|[54]
13:27:38.0 (15818085)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (15826374)|HEAP_ALLOCATE|[53]|Bytes:36
13:27:38.0 (15830923)|VARIABLE_SCOPE_BEGIN|[53]|summ|NJ_SelectOptionLightning|true|false
13:27:38.0 (15857579)|VARIABLE_ASSIGNMENT|[53]|summ|{"colorCode":"#58D68D","disabled":false,"escapeItem":false,"iconName":"action:approval","label":"Completed","total":0,"value":"Completed"}|0x553ec8f4
13:27:38.0 (15864862)|STATEMENT_EXECUTE|[53]
13:27:38.0 (15885480)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"colorCode":"#58D68D","disabled":false,"escapeItem":false,"iconName":"action:approval","label":"Completed","total":0,"value":"Completed"}|0x553ec8f4
13:27:38.0 (15906592)|HEAP_ALLOCATE|[54]|Bytes:9
13:27:38.0 (15919748)|HEAP_ALLOCATE|[54]|Bytes:9
13:27:38.0 (15930198)|STATEMENT_EXECUTE|[54]
13:27:38.0 (15937067)|HEAP_ALLOCATE|[53]|Bytes:5
13:27:38.0 (15946647)|VARIABLE_ASSIGNMENT|[53]|summ|null|
13:27:38.0 (15951393)|STATEMENT_EXECUTE|[58]
13:27:38.0 (15972297)|HEAP_ALLOCATE|[58]|Bytes:1
13:27:38.0 (15992682)|HEAP_ALLOCATE|[58]|Bytes:4
13:27:38.0 (15998961)|VARIABLE_ASSIGNMENT|[58]|totalStatus|9
13:27:38.0 (16006989)|METHOD_ENTRY|[49]||Database.QueryLocatorIterator.hasNext()
13:27:38.0 (16026997)|METHOD_EXIT|[49]||Database.QueryLocatorIterator.hasNext()
13:27:38.0 (16032449)|METHOD_ENTRY|[49]||Database.QueryLocatorIterator.next()
13:27:38.0 (16080047)|METHOD_EXIT|[49]||Database.QueryLocatorIterator.next()
13:27:38.0 (16087161)|VARIABLE_SCOPE_BEGIN|[49]|agr|AggregateResult|true|false
